"","ctrl_1","ctrl_2","ctrl_3","ctrl_4","BLZ_1","BLZ_2","BLZ_3","PD1_PDL1_1","PD1_PDL1_2","PD1_PDL1_3","PD1_PDL1_4","combo_1","combo_2","combo_3","combo_4"
"17293484",2.35074618711814,1.97158445467778,3.27109072127401,2.24854998147695,3.04296634976101,3.66930436318005,3.06250257986495,3.07416411820532,2.329573163981,2.75510114072172,3.66128273137961,2.26854067543807,2.91181625283976,2.14733757100093,2.64918453182696
"17303191",2.11335864454523,2.04436158077542,2.03195007016545,2.13922866989825,2.07593614974351,1.62643097170591,2.36027069127421,1.81968373059406,1.71277389101358,2.37691191136989,2.73052669427253,2.03659133191804,1.91122656283331,2.23201032566262,2.48783265044823
"17260306",3.60009823256045,3.72652355955885,2.81398343544044,3.99129047086067,3.23865561497635,3.79633879453843,3.4774518867111,3.5537862138446,3.79993740015112,3.94947331211724,3.07318948595103,3.08996267418994,3.28722433433961,3.6702482455627,3.26820173317948
"17519682",3.64137869505178,4.05354223316294,4.42955796439297,3.97594022321879,4.06624555816721,4.19788284310123,4.29311382132306,4.11303575676871,4.21790430515012,4.45393582058196,3.64849684761429,3.72555425329219,4.50274348797805,3.20282974550964,3.59675680337409
"17450527",7.21755431654561,7.23468280061674,7.28487146306167,7.29028015783881,6.97579213771149,6.9262021419006,7.13173669839588,7.07140781323597,7.10494614379387,6.7682227553537,7.35611816190052,7.38131626739683,7.35686812660696,6.78002474450424,6.73872760015659
"17300195",3.008946103583,3.36367257344073,6.05799009194721,4.15049122999719,3.89593081730091,3.44751525530992,3.89155360430344,4.2246851037064,4.38508378528101,3.44358827354417,3.21769850047702,4.63511021748932,3.19273221911552,5.79182912801818,6.78951315777632
"17486549",5.01988849081656,4.33562056919543,5.31247306092291,4.74942980076267,5.50688149107024,4.82883444229447,4.7874808953771,4.5444440041611,5.10662154308944,4.5155915179379,4.91054904436461,5.23297324201349,4.83360011503073,4.70403413173382,4.64907204493063
"17341433",5.74788760992873,5.51181096759587,5.20073531424285,5.34634800419389,5.30740135151917,5.9943843764436,5.38155093310753,5.32470228006622,5.11949696442315,6.12420820260785,5.61318059340711,5.83855369881361,5.18310158546853,5.65070334240715,4.94025509694062
"17282920",2.52855700700523,2.50466167555922,1.95400660247742,2.3659289873681,2.65725927575664,1.759111981177,2.19127369321781,2.38589315349649,2.52908421381596,2.63939834693678,2.866572901321,1.74423051792365,2.59615555809127,2.17028295551878,1.88620423126387
"17486261",3.03926083622911,2.26944566993196,3.64819247352401,2.9238772833872,3.63286903037822,2.56259722923295,3.43387067386572,3.51407622837102,2.96188127182301,3.20232337547624,3.05148431795962,2.71388803684919,2.58914930520011,2.81906300673141,3.16599658454721
"17486418",2.36149041310197,1.45967122362635,2.1427421862361,2.19715318897628,3.00472834470135,1.70969955724061,2.11858826669113,1.84263587698148,2.12716761078551,2.7162199416618,1.90914688450212,1.73552852971254,2.57965265669126,2.09863027531944,1.69927670061734
"17329149",4.51920762057857,4.20011524970012,3.98446123068237,4.43154602739184,3.83503726623457,4.79262424978255,4.28150462774349,4.20127351623453,4.0154934461124,4.23910651994452,4.82735033336437,4.6992080196738,4.40613668842409,4.52001190672219,4.61726436362344
"17540325",4.91876163302021,4.86779765981046,4.19507857203507,4.65530397449991,4.55621667592833,5.24104333333719,4.71132284345386,4.88569557704482,4.90983539031349,5.12196832789946,4.52153644185704,5.14161813577044,5.67146088182864,4.6592330355427,4.41454576626889
"17487641",3.14947343121575,3.57541333533778,2.79859500391861,3.38414244873225,2.55063286966297,3.03131933069283,3.2140453184994,2.98961614166993,2.85100748121125,3.32707538363873,2.54678691186656,3.32654278036251,2.9503003550509,2.45080855163196,2.54809029495178
"17474844",2.40310263274606,3.38026350161519,2.86135288417833,3.01529230420255,3.37079509625787,3.13909515881567,3.15188575558058,2.6051985524317,2.99694343249681,2.32079189182333,2.7044948057467,2.21139568318641,2.95868508696077,2.9686913765796,2.67178317161473
"17308669",3.51856549141305,4.28097038079669,3.77355656979507,4.27205362022326,3.92228387000612,4.32771243899143,4.41553751130909,4.11726446242103,3.92233487350337,3.88852595957041,3.62256629641144,3.75271018427817,3.933717558249,3.94889447124317,4.03282051907158
"17407531",3.05477778496782,3.49321392290438,2.98289219301807,3.23229740784564,3.18991979813822,3.37275263241839,3.42063805561139,2.81685125189502,3.12611940440536,2.97374389874492,3.5632854139957,3.58953481569711,3.42550376637731,3.1927525394659,3.55706949578872
"17473941",1.96012761035595,1.89961276999926,1.83848189916973,1.43203417902312,2.24004838998782,2.76011879905907,2.30077243292566,1.71654700639197,2.33789692941015,1.98715717992276,1.59699454709229,2.20706074044119,1.53352194429506,1.87264560062122,2.80348115125317
"17543920",6.16564636484088,5.74713410961196,5.4121804358747,6.03614624572116,5.63242527219859,6.19365743848409,5.70648130122622,5.52089655300525,5.74713410961196,6.70440447950412,6.4351036220386,5.3415571837167,5.49306656898183,5.7137990306029,4.44781445357796
"17475695",3.95250268979067,3.49019702848953,4.67255427175675,3.99270688313417,3.53259020354343,4.07385224687485,2.94513388377967,3.54940114937778,3.94556634450112,3.16905256567051,3.89972165490102,3.5863265913921,3.62729843043702,2.9866309574512,3.38378634096794
"17400334",3.44530090357844,2.41868345605201,2.01802195137247,1.98894383051652,2.41165935149648,3.33946857477228,2.54828878702646,2.68592127142648,2.88217866464317,2.39274439248891,2.21249357476333,2.42474917199242,2.47979209614684,2.14685114839406,2.29375772740613
"17330478",2.54682221102039,2.86097723154211,2.58953455490179,2.5791225302949,2.52932067049169,2.39486750176396,2.97546778448169,3.51564079305803,3.2765108839644,2.79345923352318,3.16238790086564,3.43298243403823,2.87822080261068,4.44058759408945,5.31705066377413
